,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
262,Port Hawkesbury,90,CA,1548612000,64,45.62,-61.36,37.39999999999998,4.1
263,Ozernovskiy,36,RU,1548615990,98,51.5,156.52,10.320799999999963,1.27
264,Verkhnevilyuysk,56,RU,1548616244,31,63.45,120.31,-21.67420000000004,1.17
265,Tuim,48,RU,1548616246,58,54.34,89.93,-2.5942000000000007,3.47
266,Kragero,90,NO,1548615000,92,58.87,9.41,21.199999999999932,6.7
267,Brae,24,GB,1548615000,100,60.4,-1.35,35.599999999999966,3.6
268,Camacupa,48,AO,1548616255,86,-12.02,17.48,69.90080000000006,1.42
269,Nome,40,US,1548615300,54,30.04,-94.42,64.94,1.5
270,Fortuna,20,ES,1548613800,29,38.18,-1.13,60.80000000000001,6.7
271,Xai-Xai,8,MZ,1548616264,97,-25.04,33.64,75.2108,5.27
272,Lompoc,1,US,1548614100,58,34.64,-120.46,66.02000000000004,0.82
273,Sehithwa,0,BW,1548616268,47,-20.47,22.7,83.17580000000004,3.87
274,Shimoda,32,JP,1548616270,100,34.7,138.93,49.42580000000004,3.42
275,Sena Madureira,44,BR,1548616232,57,-9.07,-68.66,91.00579999999997,1.52
276,Tiarei,75,PF,1548615600,74,-17.53,-149.33,80.59999999999997,5.1
277,Riberalta,75,BO,1548612000,63,-11.0,-66.08,91.39999999999992,3.1
278,Riosucio,20,CO,1548615600,54,5.42,-75.7,82.39999999999992,3.6
279,Treinta y Tres,24,UY,1548616281,63,-33.23,-54.39,89.8358,3.22
280,Lodja,12,CD,1548616283,87,-3.52,23.6,76.20080000000002,0.17
281,Senador Guiomard,8,BR,1548616285,50,-10.15,-67.74,93.93079999999992,1.52
282,Jiuquan,24,CN,1548616288,48,39.73,98.49,-2.8191999999999666,0.87
283,Tabio,75,CO,1548612000,49,4.92,-74.1,69.80000000000001,5.1
284,Aljezur,8,PT,1548616292,96,37.31,-8.8,57.43580000000003,8.97
285,Ossora,80,RU,1548616296,85,59.24,163.07,-5.879200000000026,2.67
286,Pinsk,36,BY,1548616299,82,52.11,26.1,15.900800000000004,5.27
287,Marsh Harbour,80,BS,1548616301,100,26.54,-77.06,75.66080000000005,8.82
288,Samarai,32,PG,1548616303,100,-10.62,150.67,81.42080000000004,3.57
289,Touros,75,BR,1548612000,66,-5.2,-35.46,85.99999999999994,8.2
290,Villarrica,0,CL,1548612000,49,-39.28,-72.23,69.80000000000001,4.1
291,Torbay,75,CA,1548612000,63,47.66,-52.73,28.399999999999977,4.6
292,Bilibino,76,RU,1548616312,43,68.06,166.44,-28.42420000000004,1.22
293,Apac,20,UG,1548616314,57,1.98,32.53,76.69580000000002,3.92
294,Timmins,75,CA,1548615000,55,48.48,-81.33,-20.19999999999999,6.7
295,Lexington,75,US,1548615300,52,38.05,-84.5,42.799999999999955,3.1
296,Beringovskiy,0,RU,1548616323,84,63.05,179.32,-2.369199999999978,6.02
297,Orlik,68,RU,1548616327,62,52.51,99.83,8.655799999999942,1.67
298,New Richmond,90,CA,1548615300,85,48.17,-65.87,15.799999999999955,2.1
299,Marzuq,0,YE,1548616332,76,14.4,46.47,53.02580000000006,1.37
300,San Carlos de Bariloche,0,AR,1548612000,13,-41.13,-71.31,71.59999999999997,11.8
301,Krasnogvardeyskiy,20,RU,1548616336,72,57.38,62.32,-10.289199999999994,2.72
302,Benjamin Aceval,40,PY,1548612000,35,-24.97,-57.57,98.59999999999997,2.6
303,Lufkin,1,US,1548615360,47,31.34,-94.73,60.97999999999996,1.5
304,Vestmanna,40,FO,1548615000,100,62.16,-7.17,31.999999999999943,4.1
305,Mahon,75,IE,1548615600,100,51.89,-8.4,37.39999999999998,1.5
306,Do Gonbadan,90,IR,1548615600,59,30.36,50.8,60.80000000000001,0.62
307,Maldonado,20,UY,1548612000,66,-34.91,-54.96,87.80000000000001,2.6
308,Tazmalt,75,DZ,1548612000,59,36.39,4.4,62.599999999999966,5.1
309,Palauig,12,PH,1548616358,93,15.44,119.9,70.39579999999995,4.47
310,Tongliao,0,CN,1548616361,29,43.61,122.27,21.120799999999974,8.02
311,Mishelevka,12,RU,1548616363,63,52.86,103.17,-0.5691999999999666,2.17
312,Quatre Cocos,40,MU,1548612000,94,-20.21,57.76,76.99999999999994,3.6
313,Flinders,90,AU,1548613800,100,-34.58,150.85,69.80000000000001,4.1
314,Dzaoudzi,75,YT,1548613800,78,-12.79,45.27,82.39999999999992,7.2
315,Buchanan,0,LR,1548613800,83,5.88,-10.05,82.39999999999992,5.1
316,Faanui,80,PF,1548616374,100,-16.48,-151.75,77.14579999999995,9.22
317,Kikwit,20,CD,1548616377,76,-5.04,18.82,82.23079999999999,1.57
318,Faya,0,SA,1548615600,77,18.39,42.45,62.599999999999966,3.1
319,Ornskoldsvik,90,SE,1548615000,84,63.29,18.72,1.3999999999999773,1.5
320,Mutis,68,CO,1548616384,100,6.23,-77.4,75.25579999999997,1.42
321,Matara,75,PE,1548612000,328,-13.74,-72.9,37.39999999999998,3.6
322,Steinkjer,0,NO,1548615000,67,64.02,11.49,22.999999999999943,9.3
323,Saint-Joseph,0,FR,1548615600,57,43.56,6.97,51.799999999999955,8.2
324,Husavik,64,CA,1548616397,82,50.56,-96.99,-13.8442,7.37
325,Hervey Bay,12,AU,1548612000,78,-25.3,152.85,75.19999999999999,3.1
326,Itoman,75,JP,1548613800,48,26.12,127.67,60.80000000000001,1.5
327,Fairbanks,20,US,1548611880,90,64.84,-147.72,7.520000000000039,5.37
328,Fartura,92,BR,1548616406,75,-23.39,-49.51,78.63079999999997,4.92
329,Lucapa,8,AO,1548616408,89,-8.42,20.74,72.9608,1.52
330,Portland,90,US,1548615180,95,45.52,-122.67,40.99999999999994,1.02
331,Canberra,90,AU,1548613800,83,-35.3,149.1,69.80000000000001,2.1
332,Ayan,12,TR,1548616415,85,40.67,33.6,24.135800000000017,0.22
333,Gaomi,0,CN,1548612000,43,36.37,119.8,35.599999999999966,1.0
334,Kitgum,36,UG,1548616419,34,3.3,32.88,79.12580000000008,3.17
335,Doha,0,QA,1548615600,77,25.29,51.53,69.80000000000001,2.6
336,Raahe,32,FI,1548615000,82,64.68,24.47,-18.399999999999977,1.0
337,Taksimo,20,RU,1548616428,28,56.36,114.84,-21.44920000000002,0.57
338,Souillac,0,FR,1548613800,65,45.6,-0.6,44.599999999999966,5.7
339,Swan Hill,48,AU,1548616432,63,-35.34,143.56,61.17080000000004,3.12
340,Barra do Garcas,75,BR,1548612000,83,-15.89,-52.26,78.80000000000001,3.1
341,Yulara,40,AU,1548612000,94,-25.24,130.99,67.99999999999994,3.1
342,West Wendover,1,US,1548615360,67,40.74,-114.07,37.94,0.27
343,Bathsheba,40,BB,1548612000,69,13.22,-59.52,82.39999999999992,8.7
344,Boa Esperanca,12,BR,1548616445,69,-1.91,-60.0,87.94580000000002,1.87
345,Sorong,92,ID,1548616447,100,-0.86,131.25,79.26079999999996,1.32
346,San Cristobal,40,EC,1548615600,43,-0.39,-78.55,75.19999999999999,6.7
347,Pevek,48,RU,1548616452,81,69.7,170.27,-4.844200000000001,2.47
348,Yumen,8,CN,1548616454,68,40.29,97.04,6.000800000000027,4.57
349,Benguela,20,AO,1548616456,98,-12.58,13.4,79.57580000000002,4.57
350,Khani,75,GE,1548613800,93,41.96,42.96,48.19999999999993,4.1
351,Chernyshevskiy,36,RU,1548616461,70,63.01,112.47,-10.87420000000003,2.07
352,Clyde River,75,CA,1548612000,83,70.47,-68.59,-14.800000000000011,7.2
353,Muzambinho,75,BR,1548612000,65,-21.37,-46.52,80.59999999999997,3.1
354,Solnechnyy,56,RU,1548616468,71,50.72,136.64,-10.739199999999983,1.17
355,Vao,48,EE,1548616470,85,59.1,26.19,5.100800000000049,1.07
356,Bongandanga,68,CD,1548616472,99,1.51,21.07,71.92580000000004,1.87
357,Bud,0,NO,1548615000,67,62.91,6.91,28.399999999999977,4.1
358,Hami,92,CN,1548616481,81,42.84,93.51,21.660799999999995,1.62
359,Kailua,75,US,1548615420,78,21.39,-157.74,73.94,8.2
360,Vila Velha,40,BR,1548612000,70,-3.71,-38.6,85.99999999999994,6.7
361,Trindade,64,BR,1548616487,98,-16.66,-49.49,70.57580000000002,2.02
362,Darhan,0,MN,1548616490,39,49.49,105.92,8.520800000000008,3.47
363,Aranyosapati,20,HU,1548616492,93,48.21,22.26,29.400800000000004,5.72
364,Batticaloa,0,LK,1548616494,100,7.71,81.69,74.58080000000001,2.57
365,Yarke Pole,24,UA,1548616497,97,45.61,34.32,29.535799999999995,3.82
366,Saint-Augustin,88,FR,1548613800,81,44.83,-0.61,46.39999999999998,5.7
367,Krasnovishersk,76,RU,1548616501,67,60.4,57.08,-4.70920000000001,3.12
368,Filadelfia,0,PY,1548616503,43,-22.35,-60.04,101.53580000000005,2.12
369,Otuzco,20,PE,1548612000,78,-7.9,-78.57,76.99999999999994,4.6
370,Quelimane,40,MZ,1548615600,74,-17.88,36.89,80.59999999999997,3.1
371,Toora-Khem,76,RU,1548616510,66,52.47,96.11,-3.8992000000000075,1.47
372,Nisia Floresta,40,BR,1548615600,66,-6.09,-35.21,85.99999999999994,8.7
373,Verkhnyaya Inta,44,RU,1548616514,61,65.99,60.32,-12.899200000000008,1.07
374,Changji,100,CN,1548616516,79,32.07,116.17,39.3458,1.32
375,Geraldton,40,CA,1548612000,60,49.72,-86.95,-29.19999999999999,2.1
376,Maceio,40,BR,1548615600,54,-9.67,-35.74,84.19999999999999,4.6
377,Sao Jose da Coroa Grande,0,BR,1548616523,73,-8.9,-35.15,84.97579999999999,5.22
378,Mogadishu,0,SO,1548616525,97,2.04,45.34,79.62079999999997,12.72
379,Indiana,90,US,1548615360,65,40.62,-79.15,35.599999999999966,6.7
380,Mnogovershinnyy,0,RU,1548616532,60,53.94,139.92,-7.4091999999999985,1.67
381,Arman,68,RU,1548616534,29,59.7,150.17,-21.089200000000005,1.17
382,Manado,40,ID,1548612000,100,1.49,124.85,73.39999999999992,0.5
383,Havoysund,40,NO,1548615000,72,71.0,24.66,15.799999999999955,2.6
384,Tilichiki,64,RU,1548616544,31,60.47,166.1,-21.809200000000033,1.72
385,Leh,48,IN,1548616546,30,34.16,77.58,-30.31419999999997,0.47
386,Ati,0,TD,1548616548,14,13.21,18.34,80.16080000000005,5.02
387,Kabo,0,CF,1548616551,22,7.69,18.62,85.42580000000004,3.32
388,Aksarka,32,RU,1548616553,43,66.56,67.8,-26.93919999999997,2.17
389,Okha,0,RU,1548616556,79,53.59,142.95,-7.949200000000019,4.82
390,Saint-Pierre,76,FR,1548613800,80,48.95,4.24,39.19999999999993,8.7
391,Great Yarmouth,75,GB,1548615000,75,52.61,1.73,40.99999999999994,13.4
392,Nabire,64,ID,1548616563,88,-3.36,135.5,70.35079999999999,0.87
393,Puro,36,PH,1548616566,81,13.13,123.76,73.45580000000001,5.72
394,Abu Dhabi,0,AE,1548615600,43,24.47,54.37,73.39999999999992,1.0
395,Itarema,48,BR,1548616574,92,-2.92,-39.92,82.05080000000004,3.77
396,Tairua,32,NZ,1548616577,91,-37.02,175.85,67.65080000000006,3.12
397,Trelew,64,AR,1548616579,41,-43.25,-65.31,86.91080000000005,2.07
398,Mayo,75,CA,1548612000,75,63.59,-135.9,-20.19999999999999,1.0
399,Aguas Vermelhas,8,BR,1548616588,41,-15.75,-41.46,88.30579999999992,5.37
400,Coahuayana,0,MX,1548616590,32,18.62,-100.35,79.35079999999999,1.37
401,Kruisfontein,0,ZA,1548616594,79,-34.0,24.73,69.45080000000002,7.92
402,Virginia Beach,75,US,1548615540,34,36.85,-75.98,53.78000000000003,4.1
403,Ponta Delgada,40,PT,1548613800,87,37.73,-25.67,58.99999999999994,3.6
404,Tromso,0,NO,1548615000,60,69.65,18.96,10.399999999999977,11.3
405,Kamariotissa,20,GR,1548615000,87,40.48,25.47,44.599999999999966,2.1
406,Valparaiso,1,US,1548615300,63,41.47,-87.06,12.920000000000016,3.6
407,San Patricio,64,PY,1548616607,59,-26.98,-56.83,93.12079999999997,1.62
408,Dubrovytsya,0,UA,1548616609,85,51.57,26.57,12.300800000000038,4.97
409,Padang,88,ID,1548616523,100,-0.92,100.36,82.00579999999997,2.57
410,Acajutla,0,SV,1548616614,52,13.59,-89.83,85.92080000000004,1.87
411,Llanes,88,ES,1548616530,95,43.42,-4.75,36.870799999999974,2.57
412,Bontang,56,ID,1548616618,98,0.12,117.47,80.92580000000004,5.92
413,Iracoubo,56,GF,1548616621,82,5.48,-53.21,78.90080000000006,2.07
414,Barra Patuca,0,HN,1548616528,90,15.8,-84.28,80.88079999999997,4.22
415,Pacific Grove,1,US,1548615600,44,36.62,-121.92,64.94,1.5
416,Tarnogskiy Gorodok,92,RU,1548616558,81,60.5,43.58,14.955799999999954,7.12
417,Rudnyy,0,KZ,1548615600,75,52.96,63.12,-14.800000000000011,2.0
418,Port Hedland,40,AU,1548613800,88,-20.31,118.58,78.80000000000001,3.6
419,Atambua,92,ID,1548616636,100,-9.11,124.89,76.78580000000005,0.42
420,Soyo,20,AO,1548615600,88,-6.13,12.37,78.80000000000001,3.42
421,Ales,0,FR,1548613800,63,44.13,4.08,49.99999999999994,3.6
422,Honningsvag,40,NO,1548615000,72,70.98,25.97,15.799999999999955,2.6
423,Kyabe,8,TD,1548616646,21,9.45,18.94,84.93079999999992,3.42
424,Omsukchan,56,RU,1548616556,48,62.53,155.8,-31.12420000000003,1.42
425,Krasnyy Yar,88,RU,1548616651,89,50.7,44.73,21.43580000000003,6.02
426,Garissa,0,KE,1548616653,35,-0.46,39.64,87.45080000000002,3.42
427,New Waterford,90,US,1548615360,54,40.85,-80.61,28.939999999999998,6.2
428,Volterra,75,IT,1548615000,93,43.4,10.86,51.799999999999955,1.5
429,Barcelona,0,ES,1548612000,100,41.38,2.18,53.599999999999966,7.7
430,Narsaq,20,GL,1548615000,61,60.91,-46.05,17.599999999999966,7.2
431,Vilhena,40,BR,1548612000,74,-12.74,-60.15,82.39999999999992,3.1
432,Batagay-Alyta,12,RU,1548616670,0,67.8,130.41,-48.98919999999998,0.77
433,Baherden,0,TM,1548616475,76,38.44,57.43,43.12580000000003,1.52
434,Sept-Iles,75,CA,1548613500,65,50.2,-66.38,8.599999999999966,6.7
435,Aykhal,44,RU,1548616677,0,65.95,111.51,-33.86919999999998,1.22
436,Tocopilla,68,CL,1548616679,87,-22.09,-70.2,69.81080000000003,2.27
437,Aleysk,48,RU,1548616681,67,52.5,82.77,-4.439199999999971,4.92
438,Meulaboh,92,ID,1548616686,100,4.14,96.13,75.52580000000006,1.92
439,Buin,0,CL,1548615600,23,-33.73,-70.74,96.80000000000001,4.1
440,Cayenne,75,GF,1548615600,70,4.94,-52.33,84.19999999999999,6.7
441,Aswan,92,EG,1548616693,67,24.09,32.9,60.18079999999992,3.67
442,Luderitz,44,NA,1548616695,89,-26.65,15.16,62.835800000000006,2.97
443,Alexander City,1,US,1548615300,53,32.94,-85.95,52.52000000000004,1.5
444,Paita,0,PE,1548615600,290,-5.09,-81.11,62.599999999999966,3.1
445,Teguise,40,ES,1548613800,68,29.06,-13.56,66.19999999999999,5.7
446,Dutse,0,NG,1548616708,39,11.76,9.34,78.04580000000004,1.87
447,Forio,40,IT,1548615000,71,40.73,13.86,51.799999999999955,4.1
448,Riwaka,0,NZ,1548616712,94,-41.08,173.0,66.30080000000004,3.62
449,Chifeng,0,CN,1548616714,23,42.27,118.96,16.845799999999997,5.97
450,Tingo Maria,75,PE,1548615600,70,-9.29,-76.01,84.19999999999999,1.02
451,Morondava,0,MG,1548616718,95,-20.3,44.28,80.02580000000006,2.57
452,Carutapera,48,BR,1548616721,83,-1.2,-46.02,82.72579999999999,3.12
453,Iqaluit,75,CA,1548612000,65,63.75,-68.52,8.599999999999966,1.0
454,Vallenar,0,CL,1548616725,73,-28.58,-70.76,77.14579999999995,1.32
455,Bosaso,8,SO,1548616727,97,11.28,49.18,77.32580000000002,9.42
456,Fayetteville,1,US,1548615480,42,36.06,-94.16,53.06,4.1
457,Russell,40,AR,1548615600,46,-33.01,-68.8,93.19999999999999,2.6
458,Stokmarknes,75,NO,1548615000,79,68.56,14.91,24.799999999999955,6.7
459,Staroutkinsk,32,RU,1548616737,71,57.23,59.33,-2.45920000000001,2.77
460,Oktyabrskiy,92,RU,1548615600,92,55.61,37.97,15.799999999999955,3.0
461,Aasiaat,44,GL,1548616741,90,68.71,-52.87,22.425800000000038,2.52
462,Hailar,44,CN,1548616743,76,49.2,119.7,3.7957999999999856,5.22
463,Sitka,0,US,1548616745,48,37.17,-99.65,48.660799999999995,6.02
464,Harper,1,US,1548615300,47,30.3,-99.24,60.97999999999996,4.1
465,Kidal,0,ML,1548616754,18,18.44,1.41,67.56080000000003,1.92
466,Funadhoo,0,MV,1548616756,99,6.15,73.27,82.63579999999996,3.87
467,Martinsicuro,0,IT,1548611400,47,42.89,13.92,57.19999999999999,8.7
468,Broome,75,GB,1548615360,75,52.47,1.45,41.360000000000014,13.4
469,Marfino,92,RU,1548615600,92,56.07,37.56,15.799999999999955,2.0
470,Maxixe,40,MZ,1548615600,78,-23.86,35.35,73.39999999999992,2.1
471,Kawalu,32,ID,1548616769,92,-7.38,108.21,62.47579999999999,0.92
472,Tall Kayf,75,TR,1548615600,87,37.08,41.07,51.799999999999955,3.6
473,Kilindoni,12,TZ,1548616773,100,-7.91,39.67,82.86079999999998,5.22
474,Goderich,20,CA,1548616776,89,43.74,-81.71,11.085800000000006,8.37
475,Atikokan,0,CA,1548616778,24,48.76,-91.62,-17.2192,1.62
476,Carlagan,92,PH,1548616780,97,14.97,122.05,75.52580000000006,9.97
477,Umea,20,SE,1548615000,83,63.83,20.26,-9.399999999999977,1.5
478,Belyy Yar,0,RU,1548615600,50,53.6,91.39,8.599999999999966,3.0
479,Kirakira,48,SB,1548616787,100,-10.46,161.92,82.27580000000006,5.32
480,Provins,92,FR,1548613800,80,48.56,3.3,39.19999999999993,5.7
481,Whyalla,0,AU,1548615600,87,-33.04,137.58,60.80000000000001,4.1
482,Pangai,20,TO,1548615600,74,-19.8,-174.35,78.80000000000001,3.1
483,Winslow,40,GB,1548615360,69,51.94,-0.88,42.799999999999955,6.7
484,Mamallapuram,40,IN,1548615600,74,12.63,80.17,80.59999999999997,4.1
485,Mackenzie,1,CA,1548612000,48,55.34,-123.09,31.999999999999943,4.1
486,Thoen,0,TH,1548616807,87,17.61,99.22,61.35079999999999,0.77
487,Yarada,40,IN,1548615600,73,17.65,83.27,73.39999999999992,3.1
488,Kupang,92,ID,1548616812,100,-10.16,123.6,79.12580000000008,2.42
489,Bandarbeyla,92,SO,1548616814,100,9.49,50.81,76.11079999999998,9.97
490,Chernoyerkovskaya,100,RU,1548615600,86,45.43,37.76,37.39999999999998,2.0
491,Tigil,56,RU,1548616818,65,57.8,158.67,-8.939199999999971,1.27
492,Los Llanos de Aridane,0,ES,1548613800,55,28.66,-17.92,66.19999999999999,4.6
493,Bad Camberg,40,DE,1548615360,75,50.3,8.27,40.99999999999994,6.7
494,Iralaya,40,HN,1548615600,70,15.0,-83.23,84.19999999999999,2.6
495,Namibe,0,AO,1548616827,100,-15.19,12.15,75.66080000000005,3.92
496,Vincennes,1,US,1548615360,59,38.68,-87.53,26.960000000000036,2.72
497,Bela,44,PK,1548616836,98,26.23,66.31,47.31080000000003,1.17
498,Comodoro Rivadavia,0,AR,1548615600,24,-45.87,-67.48,80.59999999999997,10.8
499,Chupa,75,PE,1548615600,36,-15.11,-69.99,60.80000000000001,4.6
500,Vanderhoof,0,CA,1548616842,53,54.02,-124.02,30.210800000000006,3.22
501,Tura,92,IN,1548616845,78,25.52,90.21,54.960800000000006,1.02
502,Oussouye,0,SN,1548615600,42,12.49,-16.54,89.59999999999997,2.1
503,Seabra,40,BR,1548612000,32,-12.42,-41.77,93.19999999999999,6.2
504,Kalmunai,8,LK,1548616854,95,7.42,81.82,70.12580000000008,1.62
505,Bonavista,8,CA,1548616856,100,48.65,-53.11,28.545799999999986,4.47
506,Wajid,0,SO,1548616858,33,3.81,43.25,81.33080000000001,4.77
507,Sarangani,68,PH,1548616860,100,5.4,125.46,79.53079999999994,4.47
508,Elko,1,US,1548615360,67,40.83,-115.76,37.94,3.1
509,Brigham City,1,US,1548615480,74,41.51,-112.02,35.960000000000036,2.1
510,Svetlogorsk,40,RU,1548615600,83,53.14,59.15,-14.800000000000011,1.32
511,Den Helder,75,NL,1548615780,86,52.96,4.76,42.799999999999955,13.9
512,Knysna,0,ZA,1548615600,88,-34.04,23.05,67.99999999999994,3.1
513,Vavoua,0,CI,1548616873,38,7.38,-6.48,84.48079999999999,0.92
514,Varlezi,8,RO,1548616879,92,45.9,27.85,25.620799999999974,3.57
515,Abha,0,SA,1548615600,77,18.22,42.5,62.599999999999966,3.1
516,Adamas,0,GR,1548615000,81,36.73,24.43,48.19999999999993,3.6
517,Porto Novo,40,BR,1548615600,43,-23.68,-45.44,89.59999999999997,3.1
518,Varhaug,75,NO,1548615000,100,58.61,5.65,31.999999999999943,1.5
519,Dali,0,CN,1548616895,100,25.6,100.24,36.37580000000003,0.97
520,Mirnyy,92,RU,1548616897,94,56.57,36.46,17.970799999999997,2.07
521,Shingu,0,JP,1548616900,100,33.72,135.99,45.37580000000003,3.82
522,Verkhoyansk,8,RU,1548616902,0,67.55,133.39,-59.69920000000002,1.12
523,Opole Lubelskie,20,PL,1548615600,92,51.15,21.97,28.399999999999977,3.1
524,Ajdabiya,36,LY,1548616887,92,30.75,20.22,49.11079999999998,3.02
525,Jvari,80,GE,1548616908,97,42.72,42.05,40.380799999999965,1.17
